brand_raw,model_raw,fuel_type_raw,normalized_brand,normalized_model,model_group,needs_mapping,first_seen_month,last_seen_month,registrations_last_month,registrations_ytd,registrations_12m,source_name,source_url
LYNK & CO,02,EL,lynk and co,02,,False,2026-03-01,2026-03-01,15,34,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
PEUGEOT,5008,EL,peugeot,5008,,False,2026-03-01,2026-03-01,28,33,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
PEUGEOT,3008,EL,peugeot,3008,,False,2026-03-01,2026-03-01,18,32,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
CITROEN,C3 AIRCROSS,EL,citroen,c3 aircross,,False,2026-03-01,2026-03-01,12,31,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
HYUNDAI,KONA,EL,hyundai,kona,,False,2026-03-01,2026-03-01,5,31,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
BYD,SEALION,EL,byd,sealion,,False,2026-03-01,2026-03-01,7,24,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
MG,S5 EV,EL,mg,s5 ev,,False,2026-03-01,2026-03-01,8,19,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
OPEL,FRONTERA,EL,opel,frontera,,False,2026-03-01,2026-03-01,9,19,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
PORSCHE,TAYCAN,EL,porsche,taycan,,False,2026-03-01,2026-03-01,7,18,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
ALFA,ROMEO JUNIOR,EL,alfa,romeo junior,,False,2026-03-01,2026-03-01,5,18,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
POLESTAR,5,EL,polestar,5,,False,2026-03-01,2026-03-01,16,16,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
LEAPMOTOR,B10,EL,leapmotor,b10,,False,2026-03-01,2026-03-01,16,16,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
BYD,ATTO 2,EL,byd,atto 2,,False,2026-03-01,2026-03-01,16,16,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
SMART,#1,EL,smart,1,,False,2026-03-01,2026-03-01,14,15,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
BYD,ATTO 3,EL,byd,atto 3,,False,2026-03-01,2026-03-01,14,14,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
PEUGEOT,EXPERT,EL,peugeot,expert,,False,2026-03-01,2026-03-01,3,14,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
MERCEDES,G WAGON,EL,mercedes benz,g wagon,,False,2026-03-01,2026-03-01,5,13,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
PEUGEOT,208,EL,peugeot,208,,False,2026-03-01,2026-03-01,10,13,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
BYD,DOLPHIN,EL,byd,dolphin,,False,2026-03-01,2026-03-01,5,13,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
SMART,#5,EL,smart,5,,False,2026-03-01,2026-03-01,5,12,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
PEUGEOT,2008,EL,peugeot,2008,,False,2026-03-01,2026-03-01,10,12,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
FIAT,600,EL,fiat,600,,False,2026-03-01,2026-03-01,6,12,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
OPEL,GRANDLAND,EL,opel,grandland,,False,2026-03-01,2026-03-01,9,11,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
CITROEN,C3,EL,citroen,c3,,False,2026-03-01,2026-03-01,5,11,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
SUZUKI,E VITARA,EL,suzuki,e vitara,,False,2026-03-01,2026-03-01,2,11,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
VW,CARAVELLE,EL,volkswagen,caravelle,,False,2026-03-01,2026-03-01,9,11,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
POLESTAR,YSM,EL,polestar,ysm,,False,2026-03-01,2026-03-01,6,10,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
CITROEN,C5 AIRCROSS,EL,citroen,c5 aircross,,False,2026-03-01,2026-03-01,6,9,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
MERCEDES,CITAN,EL,mercedes benz,citan,,False,2026-03-01,2026-03-01,5,9,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
LOTUS,ELETRE,EL,lotus,eletre,,False,2026-03-01,2026-03-01,7,9,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
TESLA,MODEL X,EL,tesla,model x,,False,2026-03-01,2026-03-01,3,8,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
JEEP,AVENGER,EL,jeep,avenger,,False,2026-03-01,2026-03-01,5,8,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
KIA,EV2,EL,kia,ev2,,False,2026-03-01,2026-03-01,6,6,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
SMART,#3,EL,smart,3,,False,2026-03-01,2026-03-01,6,6,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
CITROEN,SPACETOURER,EL,citroen,spacetourer,,False,2026-03-01,2026-03-01,5,6,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
BMW,I7,EL,bmw,i7,,False,2026-03-01,2026-03-01,2,5,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
FIAT,PANDA,EL,fiat,panda,,False,2026-03-01,2026-03-01,2,5,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
JEEP,COMPASS,EL,jeep,compass,,False,2026-03-01,2026-03-01,4,5,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
TESLA,MODEL S,EL,tesla,model s,,False,2026-03-01,2026-03-01,2,5,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
SSANGYONG,TORRES,EL,ssangyong,torres,,False,2026-03-01,2026-03-01,2,5,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
LEAPMOTOR,C10,EL,leapmotor,c10,,False,2026-03-01,2026-03-01,4,4,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
FORD,MUSTANG MACH-E,EL,ford,mustang mach e,,False,2026-03-01,2026-03-01,1,4,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
MERCEDES,V-KLASS,EL,mercedes benz,v klass,,False,2026-03-01,2026-03-01,3,4,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
MERCEDES,VITO,EL,mercedes benz,vito,,False,2026-03-01,2026-03-01,1,4,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
MERCEDES,EQT,EL,mercedes benz,eqt,,False,2026-03-01,2026-03-01,3,3,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
CADILLAC,LYRIQ,EL,cadillac,lyriq,,False,2026-03-01,2026-03-01,2,3,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
OPEL,MOKKA,EL,opel,mokka,,False,2026-03-01,2026-03-01,1,3,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
DS,N° 8,EL,ds,n 8,,False,2026-03-01,2026-03-01,2,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
CADILLAC,OPTIQ,EL,cadillac,optiq,,False,2026-03-01,2026-03-01,1,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
AUDI,E-TRON GT,EL,audi,e tron gt,,False,2026-03-01,2026-03-01,2,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
XPENG,P7,EL,xpeng,p7,,False,2026-03-01,2026-03-01,1,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
VW,ID.5,EL,volkswagen,id 5,,False,2026-03-01,2026-03-01,1,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
FORD,TRANSIT CUSTOM,EL,ford,transit custom,,False,2026-03-01,2026-03-01,2,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
LEAPMOTOR,T03,EL,leapmotor,t03,,False,2026-03-01,2026-03-01,1,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
FORD,TOURNEO CUSTOM,EL,ford,tourneo custom,,False,2026-03-01,2026-03-01,1,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
TOYOTA,PROACE,EL,toyota,proace,,False,2026-03-01,2026-03-01,1,2,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
MG,CYBERSTER,EL,mg,cyberster,,False,2026-03-01,2026-03-01,1,1,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
ÖVRIGA,FABRIKAT,EL,ovriga,fabrikat,,False,2026-03-01,2026-03-01,2,12,,Mobility Sweden,https://mobilitysweden.se/storage/81E8AFE482952820F871DF61E1942405AEA9BAA33CB01B8B6DB077866E558013/43a58d8238c241c8a43e6efde0629b36/xlsx/media/ae97b865004b44fe86200f89e143f639/M%C3%A5nadsrapport%20Nyregistreringar%20mars%202026.xlsx
